User,UserID,Query,TweetID,Created_At,Retweet_Count,Favorite_Count,IsRT,Tweet
TMoneyyyTV,714559281,Dodgers,1056295120365084672,2018-10-27 21:22:36,1276,0,True,RT @Jared_Carrabis: It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
asapjordanv0,2910584484,Dodgers,1056295112882311168,2018-10-27 21:22:34,3,0,True,RT @a_torres_51_: BEST. DAY. EVER. Surprised my dad for our first #WorldSeries game met @AROD  longest game in WS history and @maxmuncy9 with the walkoff. @MLB @Dodgers https://t.co/YnJE9NRENp
ProfCalebMiller,856152895,Dodgers,1056295111229927425,2018-10-27 21:22:34,0,0,False,I like it. The only thing I might change is #Grandal for #Barnes. The bottom of the order might be a rally-killer. #Dodgers #Lineup #WorldSeries #Game4 #HR4HR https://t.co/6EYUYouCK6
abbiaguilar_,833809251621552128,Dodgers,1056295109581463552,2018-10-27 21:22:33,1102,0,True,RT @noahcent: Are the dodgers still playing?
Bran_Purrington,1087598587,Dodgers,1056295109334048769,2018-10-27 21:22:33,1276,0,True,RT @Jared_Carrabis: It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
Petey_22,192397638,Dodgers,1056295107949867010,2018-10-27 21:22:33,0,0,False,I legit was at the bar from 5pm to 2am last night @Dodgers my tab says thank you! Lol #LADetermined
jmoneyflip23,373458619,Dodgers,1056295103545786369,2018-10-27 21:22:32,11,0,True,RT @YahooSports: The @Dodgers go with Rich Hill on the mound tonight after seeing @ClaytonKersh22 do pre-game pushups (via @Steve_Perrault) https://t.co/XWzNiX8Z51
socalg24,3778238478,Dodgers,1056295100819562496,2018-10-27 21:22:31,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
HausDeJudas,311353183,Dodgers,1056295099376664576,2018-10-27 21:22:31,317,0,True,RT @voguemagazine: Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
ComptonMeeko,1046582934554140672,Dodgers,1056295098810417152,2018-10-27 21:22:31,516,0,True,RT @TG3II: Ball Game @Dodgers Win
imblack32,545643073,Dodgers,1056295098298843136,2018-10-27 21:22:31,70,0,True,RT @statcast: A 382-foot homer sends Dodgers fans home happy after 18 innings.See how Statcast AI is using AWS to create predictive analyses: https://t.co/K7CwiCeRpV
jonnymattis,128366697,Dodgers,1056295096990253058,2018-10-27 21:22:30,1734,0,True,RT @Starting9: Yep thats definitely Bill Nye not a legendary Dodgers pitcher at a Dodgers World Series game nope its the science guy https://t.co/BzJBoB2LHR
ejmccarthy,22532402,Dodgers,1056295089343885313,2018-10-27 21:22:28,13,0,True,RT @BNightengale: #Dodgers manager Dave Roberts says hes already 3 cups of coffee deep and says no one on the field should feel tired today after 7 hours:   Its the World Series man. If you cant get up for this man youve got to find something else to do. Were fine.
marissahhhill,2355649825,Dodgers,1056295088496828417,2018-10-27 21:22:28,0,0,False,Here comes a loss https://t.co/neWDKAdDKP
tomtitleist,551615423,Dodgers,1056295087888576515,2018-10-27 21:22:28,0,0,False,@MLB Thanks @Dodgers @RedSox  !! I got 2 game 3s!! Special Thanks to @maxmuncy9 ! Means @MLB World Series Saturday AND Sunday for ME!!! Awesome
GeoBal1407,591961408,Dodgers,1056295086034608128,2018-10-27 21:22:28,21,0,True,RT @bambino_sedano: Datos del juego tres de la #SerieMundial  7:20 duracion 18 innings 34 ponches 18 pitchers 561 lanzamientos 46 jugadores 118 turnos al bat 53 114 fanaticoshttps://t.co/AAnQ3ITTUn
emmabaccellieri,456282494,Dodgers,1056295085132972033,2018-10-27 21:22:27,0,0,False,E-Rod will be the first pitcher to start in the World Series after working in relief the day before since Firpo Marberry in 1924 whos one of the examples that I picked for a brief history of creative playoff relief pitching: https://t.co/unYqZLUajQ
HastingsJudson,1536732781,Dodgers,1056295084243804160,2018-10-27 21:22:27,0,0,False,Was an honor to meet the great @JimLee ! Sucks hes a @Dodgers fan though  go @RedSox !!! #AlamoCityComicCon https://t.co/AN7HG7ClPy
victorromero55,59361381,Dodgers,1056295083551580160,2018-10-27 21:22:27,11,0,True,RT @YahooSports: The @Dodgers go with Rich Hill on the mound tonight after seeing @ClaytonKersh22 do pre-game pushups (via @Steve_Perrault) https://t.co/XWzNiX8Z51
ziurerinn,744400280653959168,Dodgers,1056295082284875776,2018-10-27 21:22:27,12200,0,True,RT @Dodgers: Guess there is a Max for how many innings will be played tonight. https://t.co/prBS1luHfK
vitvminJ,531220234,Dodgers,1056295079328002048,2018-10-27 21:22:26,4,0,True,RT @ronwhidby: #comedrinkwithus today/tonight @MidtownBoro Open 4pmFlorida vs UGA game on TVs$4 Well Buckets til 10pm $3 Daqs all night$.60 Wings 4-7pm Game 4 World Series Redsox vs Dodgers on TVs at 8pm@stevie_d_YBM providing music tonight! https://t.co/EOriGI8ic9
Michelettho1,924370034805309440,Dodgers,1056295078027845632,2018-10-27 21:22:26,6,0,True,RT @FernandoRamosB: Es posible que Los Dodgers no lleguen a remontar pero han ganado el juego mas espectacular que he visto en series mundiales y eso se recordara por muchos anos.
Sarah__Clancy,259981974,Dodgers,1056295075007905792,2018-10-27 21:22:25,1276,0,True,RT @Jared_Carrabis: It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
Zig2K,16653449,Dodgers,1056295074345222144,2018-10-27 21:22:25,0,0,False,@DeeepThreat And @Dodgers
cobo12,38809497,Dodgers,1056295070800982017,2018-10-27 21:22:24,11,0,True,RT @YahooSports: The @Dodgers go with Rich Hill on the mound tonight after seeing @ClaytonKersh22 do pre-game pushups (via @Steve_Perrault) https://t.co/XWzNiX8Z51
AquiAhoraGT,966186712257921024,Dodgers,1056295068842254336,2018-10-27 21:22:24,0,0,False,Los Dodgers ganan el tercer juego (18 innings y 7 horas con 20 minutos) a los Medias Rojas y ponen la serie 2 a 1 https://t.co/PjQQZnfZr0 https://t.co/ML8gpTvhwV
Cesiliya,22996835,Dodgers,1056295061741219840,2018-10-27 21:22:22,317,0,True,RT @voguemagazine: Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
RolexNBA,2568568284,Dodgers,1056295059761426432,2018-10-27 21:22:21,12200,0,True,RT @Dodgers: Guess there is a Max for how many innings will be played tonight. https://t.co/prBS1luHfK
finneyeric,34389938,Dodgers,1056295057693773824,2018-10-27 21:22:21,2,0,True,RT @Chris_Broussard: Does Kobe really want LeBron to succeed in LA? analytics force the Dodgers hand in Game 3 - in a good way bigger AFC threat: Texans or Jags? the NFL Pigskin Pickoff &amp; more! Guests: @CedEntertainer @BenjaminSWatson @kellyinvegas Listen &amp; subscribe https://t.co/ldo8FwBsgz
california92_,268878622,Dodgers,1056295049309368321,2018-10-27 21:22:19,32,0,True,RT @DodgersNation: What a moment! https://t.co/dlQV3wtURV
crepuscularry,107645258,Dodgers,1056295047753330693,2018-10-27 21:22:19,324,0,True,RT @lilysawtheboys: When you watch the dodgers game with harry styles  https://t.co/60a0Emsgju
Njshjtj1,951217966544236544,Dodgers,1056295046767693824,2018-10-27 21:22:18,70,0,True,RT @BTS_Spain: [VIDEO] Suena #IDOL de #BTS en un partido de baseball en el estadio de los #Dodgers (Los Angeles) chelsluvbts | @BTS_twthttps://t.co/lpqDTOnO04
OCRegSports,28429659,Dodgers,1056295042392838144,2018-10-27 21:22:17,55,0,True,RT @MLBONFOX: Lets say you had major travel problems and didnt get on your Boston-LA flight until first pitch of Game 3.You still would have had time to see the @Dodgers 18th inning walk-off... in person. https://t.co/zAhWeImwGp
CoastCabCritic,825482821489795072,Dodgers,1056295027671003136,2018-10-27 21:22:14,0,0,False,Tonight opening the @levendiwinery 2013 #HowellMountain #Cabernet #NapaValley in preparation for the #WorldSeries game #RedSox vs #Dodgers and Texas #Longhorns vs #Cowboys #dogsomm @BartlettBacchus @onceuponawine_ https://t.co/4No6cNocBD
alixoreo3,199094443,Dodgers,1056295009736183808,2018-10-27 21:22:09,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
adamtsjohnston,57412320,Dodgers,1056295007613870087,2018-10-27 21:22:09,0,0,False,Wow! Dodgers top Boston in 18th inning longest Series game https://t.co/zNMrdGMutt
CareyTheTorch,368795343,Dodgers,1056295006233739265,2018-10-27 21:22:09,29,0,True,RT @DodgersNation: #Dodgers #LineupFun #Game4 Ice Man 1BI cant believe what I just saw 2BGinger Jesus 3BSHOW ME THE MANNY SSCANON from Center CFBat Licker RFCT3 LFHe Who Catches from the Canon CDICK MOUNTAIN PLets tie this #WorldSeries UP https://t.co/cElgh3cg3e
K1ngEarley,525777203,Dodgers,1056295005805932544,2018-10-27 21:22:09,238,0,True,RT @LaDodgersTalk: This was my favorite moment of the night https://t.co/QUukqB2k0m
mikeboada,135258012,Dodgers,1056295000231690241,2018-10-27 21:22:07,0,0,False,#PorSiNoLoViste Con 7 horas de juego encima y 14 horas despues de acabar el historico duelo ya podemos saber quienes estan en los line ups hoy en Juego 4 #WorldSeries @RedSox vs @Dodgers https://t.co/7tdP8jMQCr
Sickassfoo626,1006722740,Dodgers,1056294997220196352,2018-10-27 21:22:07,1654,0,True,RT @MLBNetwork: You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
itsdbax,707341698880278529,Dodgers,1056294997186625536,2018-10-27 21:22:06,0,0,False,I now want the Dodgers to win solely so Max Muncy can win World Series MVP. Because we all have always known he just might be one one day.
BillsMafia1308,362665928,Dodgers,1056294994867175424,2018-10-27 21:22:06,25,0,True,RT @SportsNetLA: Here is your #Dodgers starting lineup for Game 4 vs. the #RedSox. #WorldSeries | #LADetermined https://t.co/6bA65L91gQ
SpaceeQueeen,831038458864889856,Dodgers,1056294988391231490,2018-10-27 21:22:04,675,0,True,RT @buehlersdayoff: World Series game 2 with my little sister! Lets go boys! #ThisTeam @Dodgers https://t.co/EEcYmHXT1V
BDIDDYAIMS,302139927,Dodgers,1056294988185780225,2018-10-27 21:22:04,0,0,False,Dodgers taking an L lmaooooo https://t.co/5ESGFPRrGI
_pvalencia21,2224154800,Dodgers,1056294986164158469,2018-10-27 21:22:04,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
EfrainPower88,4808869117,Dodgers,1056294974935916545,2018-10-27 21:22:01,1276,0,True,RT @Jared_Carrabis: It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
mister_tint,716990305,Dodgers,1056294972998053888,2018-10-27 21:22:01,0,0,False,bc dodgers winnin again  #NewProfilePic https://t.co/0aUr7r7Yvm
Shxwnu_,2908788343,Dodgers,1056294972595494912,2018-10-27 21:22:01,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
chris_drop,2157684504,Dodgers,1056294971857297408,2018-10-27 21:22:00,0,0,False,#worldseries #RedSoxVsDodgers #RedSox the Dodgers were lucky that they were able to hold off the sweep. It doesnt change the fact that the Boston Red Sox are going to win the World Series but congratulations to the Dodgers on winning a game.
Ashlyn_Renner,172341908,Dodgers,1056294967390420996,2018-10-27 21:21:59,858,0,True,RT @ComplexSports: BALLGAME. DODGERS WIN.7 HOURS. 20 MINUTES.That was enough baseball for a very long time.#WorldSeries https://t.co/mk7g5fQMR3
MegaQuack24,2900104683,Dodgers,1056294963477135360,2018-10-27 21:21:58,762,0,True,RT @nickjonas: Little throwback to a @Dodgers game earlier this season with @ThomasRhett. Lets get another W tonight boys  https://t.co/D2m8ucYIOn
wackydiva02,1252627422,Dodgers,1056294963141439488,2018-10-27 21:21:58,2,0,True,RT @ABC7: #WorldSeries: By going all in gambling #RedSox may have doubled their losses against #Dodgers https://t.co/c5mI4M8g2a https://t.co/kjp113GEIs
ivettegonzxlez,3981860233,Dodgers,1056294961178566657,2018-10-27 21:21:58,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
__MarkLopez__,2172617268,Dodgers,1056294958515265536,2018-10-27 21:21:57,1,0,True,RT @alannarizzo: Red Sox:Betts CFBenintendi LFPearce 1BMartinez RFBogaerts SSNunez 3BHolt 2BVazquez CRodriguez PDodgers:Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LF Barnes CHill P
leonidafs,25187170,Dodgers,1056294956975964160,2018-10-27 21:21:57,48,0,True,RT @FernandoDelRio: Manana Los Angeles vivira algo unico. Sera la primera ciudad en la historia del deporte en Estados Unidos en tener el mismo dia juegos de:MLB (Dodgers)NHL (Kings)NBA (Clippers)NFL (Rams)MLS (Galaxy)
seagerszn,917635324901081088,Dodgers,1056294956887760897,2018-10-27 21:21:57,1253,0,True,RT @Dodgers: Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
debwebs75,934609958922084352,Dodgers,1056294949321408514,2018-10-27 21:21:55,42,0,True,RT @WORLDMUSICAWARD: #HarryStyles Poses Up A Storm At Starstudded #Casamigos Halloween party In Beverly Hills Last Night Rocking Pink Diamond #EltonJohn Sunglasses And A Shiny Los Angeles Dodgers Baseball Jumpsuit!https://t.co/kGwIpuwwvv https://t.co/0TmiwinC8O
PauPauPaulina94,886296003992838145,Dodgers,1056294943256338432,2018-10-27 21:21:54,317,0,True,RT @voguemagazine: Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
ric2505,388604544,Dodgers,1056294941209456641,2018-10-27 21:21:53,16,0,True,RT @VictorMendozaL: Quien da mas ... quien da mas... por la pelota del cuadrangular con que ganaron los Dodgers el dia de ayer. https://t.co/FCWIr0myly
GordonGains,3222024284,Dodgers,1056294939582115841,2018-10-27 21:21:53,1,0,True,RT @GONZALJ7: @OBSNightmare @Dodgers Thats what is seems like time to get over bullshit matchups and let the players play.
thomasmarinojr,23903376,Dodgers,1056294933592600576,2018-10-27 21:21:51,11,0,True,RT @YahooSports: The @Dodgers go with Rich Hill on the mound tonight after seeing @ClaytonKersh22 do pre-game pushups (via @Steve_Perrault) https://t.co/XWzNiX8Z51
C_K_42,123783172,Dodgers,1056294931457867777,2018-10-27 21:21:51,0,0,False,@YahooSports @Dodgers @ClaytonKersh22 @Steve_Perrault Obviously youve never had a back injury. Hes stretching his back not doing push ups
Anne_P18,977773884886876161,Dodgers,1056294927792029697,2018-10-27 21:21:50,14,0,True,RT @JavierLopezDiaz: SE ACABO! LUEGO DE 18 INNINGS LOS #Dodgers GANAN EL JUEGO MAS LARGO EN LA HISTORIA DE LAS #WorldSeries... DURO MAS DE 7 HORAS!  https://t.co/7Gsdj6tlqX Via @SoyReferee
NinaBeaner13,18094648,Dodgers,1056294921185910784,2018-10-27 21:21:48,0,0,False,@trOJans_SUCk Yeah its kind of sad that he doesnt have anything better to do than to make sure he lets me know Dodgers suck after they won last night
BillKoch25,1053466514,Dodgers,1056294917960425473,2018-10-27 21:21:48,0,1,False,Rich Hill remains the starter for the Dodgers in Game 4. Max Muncy and Cody Bellinger in the lineup left-left against Eduardo Rodriguez. #RedSox #WorldSeries https://t.co/71QrFjrHHq
Angel__Cee,763093656,Dodgers,1056294909131378688,2018-10-27 21:21:46,3664,0,True,RT @Dodgers: Damage done. #LADetermined https://t.co/3SxbBAGhCX
PackmanLive,1020970260495650817,Dodgers,1056294907705360384,2018-10-27 21:21:45,0,1,False,Go Dodgers!
graciedodson_,715039938,Dodgers,1056294906774249472,2018-10-27 21:21:45,762,0,True,RT @nickjonas: Little throwback to a @Dodgers game earlier this season with @ThomasRhett. Lets get another W tonight boys  https://t.co/D2m8ucYIOn
JackMagruder,17999870,Dodgers,1056294900495343616,2018-10-27 21:21:43,0,0,False,#Dodgers Dave Roberts entering Game 4 after the 18-inning marathon: Im three coffees three cups deep. Im good. ... If you cant get up for this man youve got to find something else to do. Were fine.
DeathDodgers,3266175608,Dodgers,1056294897425268736,2018-10-27 21:21:43,0,0,False,I want to enjoy Red Dead Redemption 2 but my mind is on thee Los Angeles #Dodgers less than 3 hours til my Show starts  #LetsGoDodgers #GoDodgers #Goblue #beatdownbeantown
redcirclearmy,72669207,Dodgers,1056294895294402565,2018-10-27 21:21:42,14,0,True,RT @LAPDStoecklein: Excited the Dodgers are back on the West Coast- and that @LAPDChiefMoore approved officers wearing Dodgers hats during World Series! Lets go Dodgers!!!!  Feeling the energy! #LADetermined https://t.co/6xPDSdJegB
22castrou,3096999978,Dodgers,1056294885194522624,2018-10-27 21:21:40,29,0,True,RT @DodgersNation: #Dodgers #LineupFun #Game4 Ice Man 1BI cant believe what I just saw 2BGinger Jesus 3BSHOW ME THE MANNY SSCANON from Center CFBat Licker RFCT3 LFHe Who Catches from the Canon CDICK MOUNTAIN PLets tie this #WorldSeries UP https://t.co/cElgh3cg3e
DaveBismo,833063585328791552,Dodgers,1056294883214979075,2018-10-27 21:21:39,18,0,True,RT @guerinaustin: #WorldSeries Game 4#RedSox at #Dodgers: Betts CF Benintendi LF Pearce 1B Martinez RF Bogaerts SS Nunez 3B Holt 2B Vazquez C Rodriguez LHP.
AntheaKim1,982523931654406144,Dodgers,1056294882954735616,2018-10-27 21:21:39,4420,0,True,RT @chelsluvbts: Theyre playing idol at the dodgers stadium  #bts #dodgers https://t.co/ml6nqwkfjl
alannarizzo,267983085,Dodgers,1056294882048847872,2018-10-27 21:21:39,1,14,False,Red Sox:Betts CFBenintendi LFPearce 1BMartinez RFBogaerts SSNunez 3BHolt 2BVazquez CRodriguez PDodgers:Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LF Barnes CHill P
MegaQuack24,2900104683,Dodgers,1056294879893032960,2018-10-27 21:21:39,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
Andreaaa__xo,609630145,Dodgers,1056294876768219136,2018-10-27 21:21:38,503,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
InTank4HBO,711763003,Dodgers,1056294867112878081,2018-10-27 21:21:35,0,0,False,@TIME Doofy. Nationalism! Hah! They missed the playoffs! Go Dodgers!
HollywoodLonTV,1934893134,Dodgers,1056294864051232769,2018-10-27 21:21:35,317,0,True,RT @voguemagazine: Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
dettmers_alex,1645984045,Dodgers,1056294863132516352,2018-10-27 21:21:35,5,0,True,RT @DarienJ4: Lakers &amp; Dodgers both walking away with Ws tonight. Speaking it into existence
markky_h,1010531651288477696,Dodgers,1056294863015198720,2018-10-27 21:21:35,1654,0,True,RT @MLBNetwork: You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
onehotcorona,3183270631,Dodgers,1056294860246867968,2018-10-27 21:21:34,0,1,False,@Jmadden98John Stop! Go #Dodgers  
Trill_REALigion,173320191,Dodgers,1056294859236130821,2018-10-27 21:21:34,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
hesoulove,1017244800859492352,Dodgers,1056294857721946112,2018-10-27 21:21:33,317,0,True,RT @voguemagazine: Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
Cecil3695Cecil,1531185990,Dodgers,1056294853515116544,2018-10-27 21:21:32,509,0,True,RT @Dodgers: Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
jordangel23,204619563,Dodgers,1056294852239929344,2018-10-27 21:21:32,0,0,False,I would like to see the @Dodgers play without a coach..Just do streetball and make your own lineup and plays #WorldSeries
isai_angulo,3142602242,Dodgers,1056294847320023041,2018-10-27 21:21:31,0,0,False,@eatchurheartup @Dodgers love my team 
immitateNews,423192296,Dodgers,1056294839661350918,2018-10-27 21:21:29,0,0,False,World Series: Red Soxs Eduardo Rodriguez named starting pitcher for Game 4 vs. Dodgers LOS ANGELES -- Left scrambling from that 18-inning Game 3 the... https://t.co/CRalv2udzl
